id,name,wilayah,kecamatan,kelurahan,jenis_tps,latitude,longitude,alamat
217,TPS RW 09 TUGU UTARA,Jakarta Utara,Koja,TUGU UTARA,TIPE 4,-6.122648,106.907245, 
712,Tps Cipinang Elok,Jakarta Timur,Jatinegara,CIPINANG MUARA,TIPE 1,-6.22424653911,106.885594986,pengangkutan 3 hari sekali
837,Arjuna 07,Jakarta Barat,Grogol Petamburan,TANJUNG DUREN SELATAN,TIPE 1,-6.1849529738,106.783107044,pengangkutan setiap hari minggu libur
1175,Dipo Tipar,Jakarta Timur,Pasar Rebo,PEKAYON,TIPE 1,-6.353159,106.868217,Pengangkutan 6 hari
489,TPS SEGITIGA BAJAY Jl. Kemayoran Gempol,Jakarta Pusat,Kemayoran,KEBON KOSONG,TIPE 4,-6.162502,106.851772,Pinggir Jalan
883,Pool Gerobak RW 08 (Transit),Jakarta Barat,Kalideres,TEGAL ALUR,TIPE 4,-6.111613,106.722349,Truk rutinnya full 1 minggu
944,Pool gerobak KS Tubun KBS,Jakarta Barat,Pal Merah,KOTA BAMBU SELATAN,TIPE 4,-6.185699,106.810049,Pinggir Jalan
7321,Door to Door_SUNTER AGUNG,Jakarta Utara,Pademangan,Tidak Diketahui,Door to Door,-6.12470832324,106.855475273, 
822,Pool Gerobak,Jakarta Barat,Cengkareng,CENGKARENG BARAT,TIPE 1,-6.130247,106.725349, 
582,UMEN,Jakarta Timur,Cakung,UJUNG MENTENG,TIPE 1,-6.195917,106.969121, 
989,TPS Dipo Hanura,Jakarta Barat,Tambora,TANAH SEREAL,TIPE 1,-6.157925,106.811211, 
941,tps 3R hankam,Jakarta Barat,Pal Merah,PALMERAH,TIPE 3R,-6.199951,106.793595, 
156,BAK MADURA,Jakarta Utara,Kelapa Gading,Tidak Diketahui,TIPE 4,-6.166824,106.916498, 
992,Bkb kalianyar,Jakarta Barat,Tambora,KALI ANYAR,TIPE 4,-6.15629062328,106.796374246, 
760,Dipo kayu manis,Jakarta Timur,Matraman,KAYU MANIS,TIPE 1,-6.2011317,106.8625684, 
259,rusun marunda,Jakarta Utara,Cilincing,MARUNDA,TIPE 4,-6.096348,106.964456, 
915,Rw 01 peruri,Jakarta Barat,Kebon Jeruk,SUKABUMI SELATAN,TIPE 4,-6.223272,106.774494,Setiap hari
168,TPS 3R MOA,Jakarta Utara,Penjaringan,PEJAGALAN,TIPE 3R,-6.133056,106.782222,sebagian sampah masuk menggunakan germor/gerobak warga
844,Pakuwon,Jakarta Barat,Grogol Petamburan,JELAMBAR BARU,TIPE 4,-6.15124367648,106.790891328,pengangkutan setiap hari minggu libur
637,3R PIK 2,Jakarta Timur,Cakung,PENGGILINGAN,TIPE 3R,-6.2045068,106.9306323, 
920,TPS pintu air,Jakarta Barat,Kebon Jeruk,KEDOYA SELATAN,TIPE 3,-6.17635,106.754425, 
903,Gadog,Jakarta Barat,Kebon Jeruk,KEDOYA UTARA,TIPE 4,-6.170887,106.760323, 
269,Rw 05 Semper Timur,Jakarta Utara,Cilincing,SEMPER TIMUR,TIPE 3,-6.111579,106.927423,Setiap hari
1106,TPS Aetra rw 05,Jakarta Timur,Duren Sawit,PONDOK KELAPA,TIPE 1,-6.249336,106.933924,pengangkutan setiap hari
472,Dipo jl tanah abang 1,Jakarta Pusat,Gambir,PETOJO SELATAN,TIPE 1,-6.17170020032,106.819888249,Dalam 1 minggu  6 rit angkut setiap hari
393,TPS Sentiong,Jakarta Selatan,Pasar Minggu,PASAR MINGGU,TIPE 4,-6.2829,106.840596,Pengangkutan 6x seminggu
281,TPS12 Dori,Jakarta Selatan,Tebet,MANGGARAI,TIPE 2,-6.212067,106.853341,Kendaraan datang 4x dalam seminggu
483,TPS JL.Kaji,Jakarta Pusat,Gambir,PETOJO UTARA,TIPE 2,-6.166709,106.815064,angkut setiap hari minggu libur
157,TPS RW 012,Jakarta Utara,Kelapa Gading,KELAPA GADING TIMUR,TIPE 3,-6.16214,106.91078, 
538,Bangau,Jakarta Pusat,Kemayoran,KEMAYORAN,TIPE 4,-6.170053,106.841754,Truk datang 6 hari (Kelurahan Gunung Sahari Selatan)
521,LPS RW 07,Jakarta Pusat,Tanah Abang,BENDUNGAN HILIR,TIPE 2,-6.199293,106.810642, 
966,KALI BETON,Jakarta Barat,Taman Sari,TAMAN SARI,TIPE 4,-6.15321708669,106.821378639, 
1145,Hj.jenih,Jakarta Timur,Ciracas,RAMBUTAN,TIPE 4,-6.297129,106.8736428,setiap hari
374,TPS RW. 003 H. Garie,Jakarta Selatan,Pesanggrahan,PESANGGRAHAN,TIPE 3,-6.25305350342,106.760282959,0
236,Al.Alam,Jakarta Utara,Cilincing,CILINCING,TIPE 1,-6.09962081258,106.938809294, 
823,TPS RW 15,Jakarta Barat,Cengkareng,CENGKARENG BARAT,TIPE 3R,-6.1357,106.724686, 
1270,RW 5 Transit,Jakarta Barat,Kalideres,Tidak Diketahui,TIPE 4,-6.16021095703,106.69121763,Dalam seminggu 3x
140,RW 13,Jakarta Utara,Pademangan,PADEMANGAN BARAT,TIPE 3,-6.131891,106.83186, 
76,Tps rw 12 rorotan,Jakarta Utara,Cilincing,ROROTAN,TIPE 4,-6.135256,106.954991, 
473,TPS Jl. PAM RW. 08,Jakarta Pusat,Kemayoran,CEMPAKA BARU,TIPE 4,-6.166654,106.863624,"Jadwal Pengangkutan Sampah pada hari Senin, Rabu dan Jum'at"
515,Dipo PLN,Jakarta Pusat,Tanah Abang,KEBON MELATI,TIPE 1,-6.199944,106.813294, 
830,TPS RW kopaja,Jakarta Barat,Cengkareng,Tidak Diketahui,TIPE 1,-6.1616382,106.7329509, 
499,Cempaka Putih Barat 2,Jakarta Pusat,Cempaka Putih,CEMPAKA PUTIH BARAT,TIPE 4,-6.173841,106.860502, 
396,TPS LPS Jeruk Purut,Jakarta Selatan,Pasar Minggu,CILANDAK TIMUR,TIPE 4,-6.277532,106.813597,1 Rit  per hari / kendaraan
1042,Hj naman,Jakarta Timur,Duren Sawit,PONDOK KELAPA,TIPE 3R,-6.237453,106.942394, 
1051,Transit pool gerobak rw 08,Jakarta Timur,Ciracas,KELAPA DUA WETAN,TIPE 4,-6.345601,106.882679,angkut setiap hari minggu libur
379,TPS RW. 010 Petukangan Utara,Jakarta Selatan,Pesanggrahan,PETUKANGAN UTARA,TIPE 4,-6.226164,106.750726,0
1253,TPS Pool Gerobak,Jakarta Barat,Cengkareng,Tidak Diketahui,TIPE 4,-6.153031,106.721734, 
706,TPS Dustbin Lintas Jl. Jatinegara Barat,Jakarta Timur,Jatinegara,BALIMESTER,TIPE 4,-6.22432451544,106.866255964,pengangkutan setiap hari
864,RW 09 pegadungan Dipo,Jakarta Barat,Kalideres,PEGADUNGAN,TIPE 1,-6.139498,106.71689,6x
1239,Rw 13,Jakarta Barat,Cengkareng,CENGKARENG BARAT,TIPE 1,-6.149545,106.728574,Seminggu 5x
673,MNC,Jakarta Timur,Cipayung,Tidak Diketahui,TIPE 4,-6.294523,106.889833, 
1176,Ciba Jl.Raya Bogor,Jakarta Timur,Pasar Rebo,PEKAYON,TIPE 4,-6.342555,106.869058333,Pengangkutan 6 hari
939,TPS Pasar Minggu,Jakarta Barat,Kembangan,KEMBANGAN SELATAN,TIPE 4,-6.18902818871,106.724500955,Mobil hylux 3 milik PPSU/Kelurahan
794,Tps rw 03 04,Jakarta Timur,Pulogadung,JATI,TIPE 4,-6.193032,106.901596,-
1320,Pool Gerobak Gardu,Jakarta Selatan,Jagakarsa,SRENGSENG SAWAH,TIPE 4,-6.344439,106.832849,Operasional Kegiatan Pengangkutan Sampah dilakukan seminggu 6x
503,TPS RW 04,Jakarta Pusat,Cempaka Putih,CEMPAKA PUTIH TIMUR,TIPE 4,-6.179633,106.871353, 
1164,TPS HUBAD,Jakarta Timur,Pasar Rebo,KALISARI,TIPE 4,-6.334015,106.847949,-
208,tps rw 01 sukapura,Jakarta Utara,Cilincing,CILINCING,TIPE 4,-6.146207,106.921271,Setiap hari rutin pengangkutan
192,TPS RW 05,Jakarta Utara,Penjaringan,PLUIT,TIPE 1,-6.130833,106.770833,sebagian sampah masuk menggunakan germor/gerobak warga
834,Rw 09,Jakarta Barat,Cengkareng,Tidak Diketahui,TIPE 2,-6.14758,106.743951, 
1102,Tps Rw 13 Naga,Jakarta Timur,Makasar,CIPINANG MELAYU,TIPE 4,-6.24863136477,106.90807926,pengangkutan setiap hari
30,Pool gerobak (Transit),Jakarta Selatan,Pancoran,PEJATEN BARAT,TIPE 4,-6.270676,106.8307829,Lokasi adalah pool gerobak pelayanan warga di badan jalan
1279,TPS RW 10,Jakarta Barat,Taman Sari,KEAGUNGAN,TIPE 2,-6.15389810817,106.811271174, 
628,TPS RW 02 Cakung Timur,Jakarta Timur,Cakung,CAKUNG BARAT,TIPE 2,-6.188678,106.94359, 
805,Flat Pulo Nangka,Jakarta Timur,Pulogadung,KAYU PUTIH,TIPE 4,-6.177796,106.89194, 
869,TPS RW 09 POOL GEROBAK,Jakarta Barat,Kalideres,PEGADUNGAN,TIPE 4,-6.13738333333,106.715916667, 
197,TPS RW 08 Kalibaru,Jakarta Utara,Cilincing,KALIBARU,TIPE 1,-6.104395,106.918756, 
1247,TPS DOR TO DOR RW 2,Jakarta Barat,Cengkareng,Tidak Diketahui,TIPE 4,-6.147017,106.71956, 
855,Pool gerobak rw.02,Jakarta Barat,Grogol Petamburan,WIJAYA KUSUMAH,TIPE 3,-6.162537,106.778354,diangkut saat sudah penuh (biasanya sehari dua hari)
1040,TPS RW 011 Pondok Kopi,Jakarta Timur,Duren Sawit,PONDOK KOPI,TIPE 4,-6.21955477858,106.947973747,Seminggu 2x
1359,Tps poll gerobak Rs.adhiyaksa,Jakarta Timur,Cipayung,Tidak Diketahui,TIPE 4,-6.307033,106.892351,Seminggu 6x
931,TPS Kebo,Jakarta Barat,Kembangan,JOGLO,TIPE 1,-6.200273,106.729428, 
75,Cabang 4,Jakarta Utara,Cilincing,MARUNDA,TIPE 2,-6.121308,106.960298, 
445,Dipo Pam,Jakarta Pusat,Tanah Abang,BENDUNGAN HILIR,TIPE 1,-6.204708,106.809812,Truk tiap hari 2 truk dan ritasinya 24 ton pwrhari
1242,Rw 16,Jakarta Barat,Cengkareng,CENGKARENG BARAT,TIPE 1,-6.149535,106.728584,Semingggu 6x
790,Tps rw 05 (Transit),Jakarta Timur,Pulogadung,JATI,TIPE 4,-6.193795,106.901648,"Untuk lokasi tps rw 05 terdapat 2 mobil,mobil pagi dan siang"
403,TPS Dipo Rawa Barat,Jakarta Selatan,Kebayoran Baru,RAWA BARAT,TIPE 1,-6.233148,106.812814,Rata2 sampah berasal dari permukiman dan perkantoran. 2 nya tipe truck tronton. Sampah bisa segitu karena sistem pengangkutannya tiga shfit.
870,TPS RW 03,Jakarta Barat,Kalideres,Tidak Diketahui,TIPE 4,-6.132933,106.709976, 
928,TPS Copylas RW. 08,Jakarta Barat,Kembangan,JOGLO,TIPE 2,-6.218234,106.744448, 
552,Kebon kacang 9,Jakarta Pusat,Tanah Abang,KEBON KACANG,TIPE 4,-6.18948,106.821251, 
839,TPS Makaliwe,Jakarta Barat,Grogol Petamburan,GROGOL,TIPE 1,-6.16129072393,106.79714894,pengangkutan seminggu 5x
1050,09 malaka selatan,Jakarta Timur,Duren Sawit,PONDOK KELAPA,TIPE 1,-6.23126716649,106.928441825,pengangkutan setiap hari
930,Taman Kota,Jakarta Barat,Kembangan,KEMBANGAN UTARA,TIPE 1,-6.15921603956,106.756589982, 
929,TPS RW 5 Alfaindah,Jakarta Barat,Kembangan,JOGLO,TIPE 3,-6.220137,106.756817, 
1149,Jl. Kalisari Raya,Jakarta Timur,Pasar Rebo,KALISARI,TIPE 4,-6.337604,106.85724,"Armada untuk pengangkutan sampah ini masih kurang, kadang masih suka di back up dengan Dumptruck Kecil, Untuk Swadaya mengangkut sesuai area pelayanan TPS ini (Gerobak, gerobak sampah)"
1002,Tps Padamulya,Jakarta Barat,Tambora,ANGKE,TIPE 1,-6.14691,106.792012, 
921,TPS RW 01Perumahan Depag,Jakarta Barat,Kebon Jeruk,KEDOYA SELATAN,TIPE 2,-6.181461,106.763355, 
1264,TPS Dipo RW 01 Pegadungan,Jakarta Barat,Kalideres,PEGADUNGAN,TIPE 1,-6.1359912,106.6929524, 
847,Duta mas,Jakarta Barat,Grogol Petamburan,WIJAYA KUSUMAH,TIPE 4,-6.150442,106.78098,pengangkutan setiap hari minggu libur
900,Tps rwv7 (Transit),Jakarta Barat,Kebon Jeruk,Tidak Diketahui,TIPE 4,-6.183041,106.768275,Truk datang setiap hari dan lanjut pemgangkutan ke jl.lapangan bola kel.kebon jeruk
872,TPS RW 11 (Transit),Jakarta Barat,Kalideres,PEGADUNGAN,TIPE 4,-6.147729,106.71372, 
858,Door to door rw.07,Jakarta Barat,Grogol Petamburan,WIJAYA KUSUMAH,TIPE 4,-6.15275233465,106.779495599,pengangkutan setiap hari door to door tanpa tps (minggu libur)
1003,Pool grobak pasar pagi,Jakarta Barat,Tambora,ROA MALAKA,TIPE 2,-6.13982,106.807949, 
996,Pull Gerobak Rw 004,Jakarta Barat,Tambora,DURI PULO,TIPE 4,-6.160647,106.802445,Truk setiap hari datang kecuali Hari Minggu
809,Bak Beton,Jakarta Timur,Pulogadung,CIPINANG,TIPE 4,-6.207433,106.890578, 
954,Golkar RW 08,Jakarta Barat,Pal Merah,KEMANGGISAN,TIPE 4,-6.185592,106.793226,"Pelayanan Senin - Sabtu, hari minggu off Luar area gedung Golkar"
426,TPS Kramat Sawah,Jakarta Pusat,Senen,PASEBAN,TIPE 1,-6.191659,106.854754, 
7412,Door to Door_TOMANG,Jakarta Barat,Grogol Petamburan,TOMANG,Door to Door,-6.170036679,106.800238072, 
687,TPS asyafiyah,Jakarta Timur,Cipayung,CILANGKAP,TIPE 4,-6.333568,106.902625,"Jadwal pengangkutan setiap seminggu 3 kali senin,rabu,jumat"
881,Pool Gerobak RW 02,Jakarta Barat,Kalideres,TEGAL ALUR,TIPE 4,-6.118777,106.717658,Truk datang 2 hari sekali
884,Pool Gerobak RW 01,Jakarta Barat,Kalideres,TEGAL ALUR,TIPE 2,-6.101156,106.713588,"Truk datang 6x sebulan, 1 minggu sekali"
722,Dust Bin Otista,Jakarta Timur,Jatinegara,Tidak Diketahui,TIPE 4,-6.22794125093,106.86733721,"Pengangkutan setiap hari, penambahan lintas balimester 6 dustbin total jadi 12 dustbin"
1235,Rw 05,Jakarta Barat,Cengkareng,CENGKARENG BARAT,TIPE 1,-6.149502,106.728549,Seminggu 4x
73,Kencana,Jakarta Utara,Tanjung Priok,SUNGAI BAMBU,TIPE 4,-6.128801,106.887549,Lokasi dibawah jalan tol pelabuhan
894,Tps rw 01 duri kepa (Sif 1),Jakarta Barat,Kebon Jeruk,DURI KEPA,TIPE 2,-6.187518,106.775145, 
942,TPS RW04 Jatipulo,Jakarta Barat,Pal Merah,JATIPULO,TIPE 3R,-6.174138,106.805393,Terdapat beberapa kegiatan pengolahan sampah yang sudah tidak aktif (BSF)
1238,Rw 12,Jakarta Barat,Cengkareng,CENGKARENG BARAT,TIPE 1,-6.149564,106.72862,Seminggu 5 x
1286,Pool Gerobak RW 7 Krendang,Jakarta Barat,Tambora,JEMBATAN BESI,TIPE 4,-6.15175,106.801351, 
60,DIPO ZERO,Jakarta Utara,Kelapa Gading,KELAPA GADING BARAT,TIPE 1,-6.171939,106.890581, 
531,Tanah tinggi,Jakarta Pusat,Johar Baru,TANAH TINGGI,TIPE 4,-6.178303,106.851678,Rit 1. 07.00-09.00  Rit 2. 13.00-14.00
579,Dipo permai,Jakarta Timur,Cakung,PULOGEBANG,TIPE 1,-6.193667,106.945297, 
1353,Tps Rw 03 pulokambing,Jakarta Timur,Cakung,JATINEGARA,TIPE 4,-6.2046867,106.9078041,Kegiatan pengangkutan di lakukan setiap hari
7427,Lintas_PASAR MANGGIS,Jakarta Selatan,Setiabudi,MENTENG,Lintas,-6.20783115627,106.842992092, 
415,TPS Petogogan (Transit),Jakarta Selatan,Kebayoran Baru,PETOGOGAN,TIPE 4,-6.24684087,106.810154,"TPS berada di bahu jalan. Mobil Pick up3, bisa tiga rit."
560,Ardala,Jakarta Pusat,Kemayoran,UTAN PANJANG,TIPE 4,-6.162471,106.853938,"pengangkutan sampah dilaksanakan Setiap Hari / Tolong dipastikan luas lahan, jika TPS transit tulis 0"
391,TPS RW. 004 Ulujami,Jakarta Selatan,Pesanggrahan,ULUJAMI,TIPE 4,-6.24460135,106.7616122,0
1234,Rw 3,Jakarta Barat,Cengkareng,CENGKARENG BARAT,TIPE 1,-6.149499,106.728549,Seminggu 6x
987,TPS RW 01 TANGKI,Jakarta Barat,Taman Sari,TANGKI,TIPE 4,-6.14634,106.822678, 
288,TPS Dipo Permata Hijau 2,Jakarta Selatan,Kebayoran Lama,GROGOL SELATAN,TIPE 2,-6.2292759,106.7663697,1
191,TPS DUTA HARAPAN INDAH RW 04,Jakarta Utara,Penjaringan,Tidak Diketahui,TIPE 4,-6.138056,106.775833, 
585,Rw 4 dan 11,Jakarta Timur,Cakung,Tidak Diketahui,TIPE 2,-6.183429,106.951375, 
1030,Tps PPP,Jakarta Timur,Duren Sawit,KLENDER,TIPE 4,-6.215793,106.920642,"Truk tidak hanya mengangkut dilokasi ini saja, tapi dua lokasi per hari nya, pengangkutan setiap hari, sabtu libur"
1120,Tps madjid agung attin,Jakarta Timur,Makasar,Tidak Diketahui,TIPE 4,-6.297007,106.885423,Pengangkutan tidak tentu
114,Kali Bang Lio,Jakarta Utara,Cilincing,CILINCING,TIPE 2,-6.10057371299,106.934381328,Seminggu 7├ù
540,Pool grobak pengeran jayakarta,Jakarta Pusat,Sawah Besar,MANGGA DUA SELATAN,TIPE 4,-6.146214,106.831838, 
798,Tps rw 10,Jakarta Timur,Pulogadung,PULOGADUNG,TIPE 4,-6.186484,106.89837,Setiap hari
1354,TPS Pull Gerobak Kampung Deret,Jakarta Timur,Cakung,Tidak Diketahui,TIPE 4,-6.1952685,106.9282402, 
896,TPS Rw 14,Jakarta Barat,Kebon Jeruk,DURI KEPA,TIPE 2,-6.167813,106.774906, 
298,TPS Rw. 11 Kel Kebayoran Lama Selatan (Transit),Jakarta Selatan,Kebayoran Lama,KEBAYORAN LAMA SELATAN,TIPE 4,-6.260997033,106.782205987,1
911,Kali Sekretaris (Bohlam),Jakarta Barat,Kebon Jeruk,KEDOYA UTARA,TIPE 3,-6.1630642,106.7686621, 
244,Rusun pelindo,Jakarta Utara,Cilincing,CILINCING,TIPE 1,-6.11043729462,106.939874311, 
88,TPS A11,Jakarta Utara,Tanjung Priok,Tidak Diketahui,TIPE 3,-6.119386,106.870552,Seminggu 4x
786,TPS Rw08 (Transit),Jakarta Timur,Pulogadung,Tidak Diketahui,TIPE 4,-6.198074,106.889489, 
973,RPW RW 04 (Transit),Jakarta Barat,Taman Sari,PINANGSIA,TIPE 4,-6.137668,106.818531, 
355,TPS KELURAHAN  JATIPADANG,Jakarta Selatan,Pasar Minggu,Tidak Diketahui,TIPE 4,-6.285552,106.834784,Pengangkutan 6x seminggu
951,tps pool gerobak rw09 pajak (pagi),Jakarta Barat,Pal Merah,KEMANGGISAN,TIPE 3,-6.189321,106.783266, 
276,Dipo KKN,Jakarta Selatan,Pesanggrahan,PETUKANGAN SELATAN,TIPE 1,-6.240923,106.755481,0
1027,Tps Rw 10,Jakarta Timur,Duren Sawit,KLENDER,TIPE 4,-6.220302,106.912844,"pengangkutan setiap hari, minggu libur"
51,Dipo pademangan timur,Jakarta Utara,Pademangan,PADEMANGAN TIMUR,TIPE 2,-6.131974,106.845908, 
701,Tps Barkah,Jakarta Timur,Jatinegara,KAYU MANIS,TIPE 1,-6.21736289181,106.87318003,Truk datang Setiap hari
49,Dipo pademangan barat,Jakarta Utara,Pademangan,PADEMANGAN BARAT,TIPE 1,-6.133118,106.839863, 
111,Dipo Kober,Jakarta Utara,Cilincing,CILINCING,TIPE 4,-6.108634,106.919083,Jika ada penumpukan ritasi di tambah... menyesuaikan
106,Tps rw 03 rorotan,Jakarta Utara,Cilincing,ROROTAN,TIPE 1,-6.147538,106.951807, 
546,Dipo Rw 01,Jakarta Pusat,Tanah Abang,Tidak Diketahui,TIPE 1,-6.19088129994,106.809361455, 
1084,Dipo RTM,Jakarta Timur,Makasar,PINANGRANTI,TIPE 2,-6.29469242813,106.888433991,pengangkutan setiap hari
725,Balairakyat,Jakarta Timur,Kramatjati,BALEKAMBANG,TIPE 4,-6.29319716068,106.854006577,Setiap hari Jumat libur pengangkutan
470,Dipo tanjung selor,Jakarta Pusat,Gambir,JATIPULO,TIPE 1,-6.17298394789,106.806215051,Kegiatan senin sampai sabtu kendaraan Pengangkutan sampah typer Besar 2 rit kendaraan. Dan setiap minggu hanya 1 rit kendaraan
1277,Lintas Jalur Pesanggrahan,Jakarta Barat,Kembangan,KEBON JERUK,TIPE 4,-6.1943375,106.75585, 
1260,TPS Lintas,Jakarta Barat,Cengkareng,Tidak Diketahui,TIPE 4,-6.156592,106.768077, 
1035,TPS Jenderal polisi soekanto (Transit),Jakarta Timur,Duren Sawit,MALAKA JAYA,TIPE 4,-6.227431,106.933384,"pengangkutan setiap hari, minggu libur"
224,tps rw 03 sukapura,Jakarta Utara,Cilincing,SUKAPURA,TIPE 4,-6.15684,106.929854,Kendaraan rutin tiap hari
824,Rw03,Jakarta Barat,Cengkareng,KEDAUNG KALIANGKE,TIPE 4,-6.1541977,106.7622513, 
112,Tps rw 07 sukapura,Jakarta Utara,Cilincing,CILINCING,TIPE 2,-6.155035,106.921921,Truk kadang ada perbaikan
1034,LPS marinir,Jakarta Timur,Duren Sawit,PONDOK KELAPA,TIPE 3,-6.23800070673,106.922933032,Saat bak kontainer diperlukan bantu lokasi yg bak nya rusak dan saat KDO digunakan untuk perbantuan
1038,Tukul,Jakarta Timur,Duren Sawit,PONDOK KELAPA,TIPE 1,-6.23948706701,106.932043181,"pengangkutan setiap hari, minggu libur"
1201,TRIKORA,Jakarta Timur,Pasar Rebo,GEDONG,TIPE 4,-6.304952,106.865471,"Pengangkutan setiap hari kecuali hari libur sabtu, tps merupakan pool gerobak swadaya,"
283,Pool Gerobak Rw 8 Manggarai (Transit),Jakarta Selatan,Setiabudi,PASAR MANGGIS,TIPE 4,-6.212571,106.84551,0
891,RW 06 Warung Gantung (Kojan),,,Tidak Diketahui,TIPE 4,-6.158968,106.687726,7 X dalam 1 minggu
885,Pool Gerobak RW 03 (Transit),Jakarta Barat,Kalideres,TEGAL ALUR,TIPE 4,-6.113992,106.712127,Truk Datang 6x dalam seminggu
1278,TPS RW 09 Maphar,Jakarta Barat,Taman Sari,MAPHAR,TIPE 2,-6.15169034216,106.819299565, 
1020,TPS Laut Samudera,Jakarta Timur,Duren Sawit,DUREN SAWIT,TIPE 1,-6.240735,106.912446,pengangkutan 3 hari sekali
1061,Tps Rw. 008,Jakarta Timur,Makasar,KEBON PALA,TIPE 4,-6.2494274,106.87972089,"setiap hari pengangkutan, minggu libur"
1303,Door to door rw 1,Jakarta Selatan,Cilandak,Tidak Diketahui,TIPE 4,-6.275643,106.813337,door to door
1348,TPS Delco,Jakarta Timur,Cipayung,Tidak Diketahui,TIPE 3,-6.322211,106.920455, 
719,Tps Rw.013 Cipinang Muara,Jakarta Timur,Jatinegara,CIPINANG MUARA,TIPE 2,-6.23779843601,106.891385578,pengangkutan 2 hari sekali
682,TPS RW 01 (RT 11),Jakarta Timur,Cipayung,Tidak Diketahui,TIPE 4,-6.34434,106.914205, 
127,TPS A2,Jakarta Utara,Tanjung Priok,Tidak Diketahui,TIPE 3,-6.113584,106.877907,Seminggu 6x pengangkutan
1082,TPS indoor RW09 RT1,Jakarta Timur,Ciracas,CIRACAS,TIPE 4,-6.3170669,106.8752279,sampah Transitan seluruh kelurahan. angkut setiap hari
274,TPS Siaga,Jakarta Selatan,Pasar Minggu,PEJATEN BARAT,TIPE 1,-6.269558,106.836814,Pengangkutan 6x seminggu
367,Kemuning,Jakarta Selatan,Pasar Minggu,PEJATEN TIMUR,TIPE 3R,-6.274221,106.85037,Dalam 1 Minggu truk Dateng 6 kali
1232,LPS Jalan MOA,Jakarta Utara,Penjaringan,PEJAGALAN,TIPE 2,-6.133277,106.782403, 
833,Dipo Siman,Jakarta Barat,Cengkareng,CENGKARENG TIMUR,TIPE 2,-6.13899,106.737542,Truck datang setiap hari
273,Dipo Ciliwung,Jakarta Selatan,Tebet,KEBON BARU,TIPE 1,-6.242132079,106.862250995, 
424,Sari Sakti,Jakarta Selatan,Pasar Minggu,PEJATEN TIMUR,TIPE 4,-6.28892211092,106.843524672,1 rit per kendaraan
932,TPS Kompas,Jakarta Barat,Kembangan,KEMBANGAN UTARA,TIPE 4,-6.174358,106.732304, 
206,TPS TUGU SELATAN 07,Jakarta Utara,Koja,TUGU SELATAN,TIPE 1,-6.140532,106.904773,Incenerator sudah tidak digunakan
835,Tanjung duren Selatan RW 02,Jakarta Barat,Grogol Petamburan,TANJUNG DUREN SELATAN,TIPE 1,-6.18484937106,106.783254926,pengangkutan setiap hari minggu libur
124,Warakas 2 (Transit),Jakarta Utara,Tanjung Priok,Tidak Diketahui,TIPE 4,-6.117287,106.880553,Tiap hari
709,TPS PERMATA RW 06 (Transit),Jakarta Timur,Jatinegara,KAMPUNG MELAYU,TIPE 4,-6.21240345905,106.86070365,pengangkutan setiap hari/malam
819,TPS RW 10 Carina sayang rawa buaya,Jakarta Barat,Cengkareng,Tidak Diketahui,TIPE 1,-6.1655896,106.7462741, 
592,TPS RW 06 Cakung Timur,Jakarta Timur,Cakung,CAKUNG TIMUR,TIPE 3,-6.164095,106.948883, 
625,Pool gerobak ppd,Jakarta Timur,Cakung,CAKUNG BARAT,TIPE 4,-6.17353,106.933282, 
755,TPS RW 04,Jakarta Timur,Kramatjati,DUKUH,TIPE 2,-6.301388,106.882599,pengangkutan setiap hari
910,Rw 03,Jakarta Barat,Kebon Jeruk,SUKABUMI SELATAN,TIPE 3,-6.216407,106.773391,Truk datang seminggu 2x
7499,Lintas_SETU,Jakarta Timur,Cipayung,Tidak Diketahui,Lintas,-6.31257208524,106.914558882, 
829,TPS RW 1 rawa buaya,Jakarta Barat,Cengkareng,CENGKARENG BARAT,TIPE 1,-6.1565221,106.7280877,Pengangkutan kadang 2 tiper atau lebih
48,Tps Kamal Muara,Jakarta Utara,Penjaringan,Tidak Diketahui,TIPE 1,-6.094163,106.721757,sebagian sampah masuk menggunakan germor/gerobak warga
7502,Door to Door_PONDOK BAMBU,Jakarta Timur,Duren Sawit,PONDOK BAMBU,Door to Door,-6.22575998249,106.893601997, 
425,TPS Salemba Tengah,Jakarta Pusat,Senen,PASEBAN,TIPE 2,-6.193018,106.85116, 
33,Pool Gerobak Kota Gedang RW 01 (Transit),Jakarta Selatan,Setiabudi,PASAR MANGGIS,TIPE 4,-6.211165,106.844265,Truk setiap hari datang kecuali minggu
735,TPS RW 4 Tengah,Jakarta Timur,Kramatjati,TENGAH,TIPE 1,-6.2933951,106.8655122,"Dustbin yg terdapat di foto sudah rusak semua tidak digunakan untuk kegiatan pengangkutan sampah, pengangkutan setiap hari"
536,TPS Benda,Jakarta Pusat,Kemayoran,KEMAYORAN,TIPE 4,-6.163648,106.842282,Pinggir Jalan
568,Tps abdul jalil,Jakarta Pusat,Tanah Abang,KARET TENGSIN,TIPE 4,-6.204541,106.816154, 
7508,Lintas_BAMBU APUS,Jakarta Timur,Cipayung,Tidak Diketahui,Lintas,-6.3113822263,106.904649871, 
746,Pool Gerobak RW 3 Tengah,Jakarta Timur,Kramatjati,TENGAH,TIPE 4,-6.2895931696,106.865439258,pengangkutan setiap hari
